ProjID,StationCode,Year,Month,Lifestage,CPUE
Landings,CH01,1978,6,Legal,11652
Landings,CH01,1978,7,Legal,17155
Landings,CH01,1978,8,Legal,30611
Landings,CH01,1978,9,Legal,50524
Landings,CH01,1978,10,Legal,30495
Landings,CH01,1978,11,Legal,45806
Landings,CH01,1978,12,Legal,52166
Landings,CH01,1979,1,Legal,54303
Landings,CH01,1979,2,Legal,11095
Landings,CH01,1979,3,Legal,47025
Landings,CH01,1979,4,Legal,35891
Landings,CH01,1979,5,Legal,64303
Landings,CH01,1979,6,Legal,84198
Landings,CH01,1979,7,Legal,97397
Landings,CH01,1979,8,Legal,144503
Landings,CH01,1979,9,Legal,73752
Landings,CH01,1979,10,Legal,30918
Landings,CH01,1979,11,Legal,39828
Landings,CH01,1979,12,Legal,22836
Landings,CH01,1980,1,Legal,24280
Landings,CH01,1980,2,Legal,15717
Landings,CH01,1980,3,Legal,35461
Landings,CH01,1980,4,Legal,21009
Landings,CH01,1980,5,Legal,55459
Landings,CH01,1980,6,Legal,79737
Landings,CH01,1980,7,Legal,43100
Landings,CH01,1980,8,Legal,81411
Landings,CH01,1980,9,Legal,57408
Landings,CH01,1980,10,Legal,19582
Landings,CH01,1980,11,Legal,35978
Landings,CH01,1980,12,Legal,9849
Landings,CH01,1981,1,Legal,1171
Landings,CH01,1981,2,Legal,24779
Landings,CH01,1981,3,Legal,33713
Landings,CH01,1981,4,Legal,37221
Landings,CH01,1981,5,Legal,83715
Landings,CH01,1981,6,Legal,92827
Landings,CH01,1981,7,Legal,60487
Landings,CH01,1981,8,Legal,46686
Landings,CH01,1981,9,Legal,49385
Landings,CH01,1981,10,Legal,35296
Landings,CH01,1981,11,Legal,26116
Landings,CH01,1981,12,Legal,19499
Landings,CH01,1982,1,Legal,20200
Landings,CH01,1982,2,Legal,72894
Landings,CH01,1982,3,Legal,58414
Landings,CH01,1982,4,Legal,32510
Landings,CH01,1982,5,Legal,40068
Landings,CH01,1982,6,Legal,21931
Landings,CH01,1982,7,Legal,26263
Landings,CH01,1982,8,Legal,16777
Landings,CH01,1982,9,Legal,20917
Landings,CH01,1982,10,Legal,15751
Landings,CH01,1982,11,Legal,11196
Landings,CH01,1982,12,Legal,4333
Landings,CH01,1983,1,Legal,8347
Landings,CH01,1983,2,Legal,47864
Landings,CH01,1983,3,Legal,25365
Landings,CH01,1983,4,Legal,15393
Landings,CH01,1983,5,Legal,31894
Landings,CH01,1983,6,Legal,44832
Landings,CH01,1983,7,Legal,20732
Landings,CH01,1983,8,Legal,31960
Landings,CH01,1983,9,Legal,31834
Landings,CH01,1983,10,Legal,29735
Landings,CH01,1983,11,Legal,114078
Landings,CH01,1983,12,Legal,89567
Landings,CH01,1984,1,Legal,18900
Landings,CH01,1984,2,Legal,55438
Landings,CH01,1984,3,Legal,60640
Landings,CH01,1984,4,Legal,33780
Landings,CH01,1984,5,Legal,48280
Landings,CH01,1984,6,Legal,53205
Landings,CH01,1984,7,Legal,31211
Landings,CH01,1984,8,Legal,23540
Landings,CH01,1984,9,Legal,20924
Landings,CH01,1984,10,Legal,28753
Landings,CH01,1984,11,Legal,33570
Landings,CH01,1984,12,Legal,65705
Landings,CH01,1985,1,Legal,53971
Landings,CH01,1985,2,Legal,24480
Landings,CH01,1985,3,Legal,33040
Landings,CH01,1985,4,Legal,8873
Landings,CH01,1985,5,Legal,63200
Landings,CH01,1985,6,Legal,45980
Landings,CH01,1985,7,Legal,14430
Landings,CH01,1985,8,Legal,13130
Landings,CH01,1985,9,Legal,12005
Landings,CH01,1985,10,Legal,9908
Landings,CH01,1985,11,Legal,14619
Landings,CH01,1985,12,Legal,34128
Landings,CH01,1986,1,Legal,10973
Landings,CH01,1986,2,Legal,8304
Landings,CH01,1986,3,Legal,5100
Landings,CH01,1986,4,Legal,4957
Landings,CH01,1986,5,Legal,62249
Landings,CH01,1986,6,Legal,91561
Landings,CH01,1986,7,Legal,97875
Landings,CH01,1986,8,Legal,124396
Landings,CH01,1986,9,Legal,22326
Landings,CH01,1986,10,Legal,57408
Landings,CH01,1986,11,Legal,59935
Landings,CH01,1986,12,Legal,69775
Landings,CH01,1987,1,Legal,30507
Landings,CH01,1987,2,Legal,29660
Landings,CH01,1987,3,Legal,40810
Landings,CH01,1987,4,Legal,28762
Landings,CH01,1987,5,Legal,86602
Landings,CH01,1987,6,Legal,59144
Landings,CH01,1987,7,Legal,58381
Landings,CH01,1987,8,Legal,69551
Landings,CH01,1987,9,Legal,53994
Landings,CH01,1987,10,Legal,96520
Landings,CH01,1987,11,Legal,116043
Landings,CH01,1987,12,Legal,93910
Landings,CH01,1988,1,Legal,53245
Landings,CH01,1988,2,Legal,89708
Landings,CH01,1988,3,Legal,85749
Landings,CH01,1988,4,Legal,20104
Landings,CH01,1988,5,Legal,32160
Landings,CH01,1988,6,Legal,100206
Landings,CH01,1988,7,Legal,134424
Landings,CH01,1988,8,Legal,90531
Landings,CH01,1988,9,Legal,88329
Landings,CH01,1988,10,Legal,92495
Landings,CH01,1988,11,Legal,140162
Landings,CH01,1988,12,Legal,103184
Landings,CH01,1989,1,Legal,91629
Landings,CH01,1989,2,Legal,50189
Landings,CH01,1989,3,Legal,25102
Landings,CH01,1989,4,Legal,24532
Landings,CH01,1989,5,Legal,72514
Landings,CH01,1989,6,Legal,99169
Landings,CH01,1989,7,Legal,91034
Landings,CH01,1989,8,Legal,103774
Landings,CH01,1989,9,Legal,55516
Landings,CH01,1989,10,Legal,102380
Landings,CH01,1989,11,Legal,148110
Landings,CH01,1989,12,Legal,61644
Landings,CH01,1990,1,Legal,77276
Landings,CH01,1990,2,Legal,73512
Landings,CH01,1990,3,Legal,36906
Landings,CH01,1990,4,Legal,91905
Landings,CH01,1990,5,Legal,107080
Landings,CH01,1990,6,Legal,87749
Landings,CH01,1990,7,Legal,83280
Landings,CH01,1990,8,Legal,74611
Landings,CH01,1990,9,Legal,62674
Landings,CH01,1990,10,Legal,113724
Landings,CH01,1990,11,Legal,100295
Landings,CH01,1990,12,Legal,95200
Landings,CH01,1991,1,Legal,109738
Landings,CH01,1991,2,Legal,112012
Landings,CH01,1991,3,Legal,66308
Landings,CH01,1991,4,Legal,69829
Landings,CH01,1991,5,Legal,122479
Landings,CH01,1991,6,Legal,88339
Landings,CH01,1991,7,Legal,68840
Landings,CH01,1991,8,Legal,62391
Landings,CH01,1991,9,Legal,62171
Landings,CH01,1991,10,Legal,50287
Landings,CH01,1991,11,Legal,114386
Landings,CH01,1991,12,Legal,200463
Landings,CH01,1992,1,Legal,109006
Landings,CH01,1992,2,Legal,90765
Landings,CH01,1992,3,Legal,49546
Landings,CH01,1992,4,Legal,29657
Landings,CH01,1992,5,Legal,85784
Landings,CH01,1992,6,Legal,80088
Landings,CH01,1992,7,Legal,74350
Landings,CH01,1992,8,Legal,75774
Landings,CH01,1992,9,Legal,86202
Landings,CH01,1992,10,Legal,102875
Landings,CH01,1992,11,Legal,150103
Landings,CH01,1992,12,Legal,100224
Landings,CH01,1993,1,Legal,40350
Landings,CH01,1993,2,Legal,29693
Landings,CH01,1993,3,Legal,17873
Landings,CH01,1993,4,Legal,18660
Landings,CH01,1993,5,Legal,43190
Landings,CH01,1993,6,Legal,66165
Landings,CH01,1993,7,Legal,59738
Landings,CH01,1993,8,Legal,57707
Landings,CH01,1993,9,Legal,64893
Landings,CH01,1993,10,Legal,99302
Landings,CH01,1993,11,Legal,161148
Landings,CH01,1993,12,Legal,112827
Landings,CH01,1994,1,Legal,23917
Landings,CH01,1994,2,Legal,37670
Landings,CH01,1994,3,Legal,32900
Landings,CH01,1994,4,Legal,68602
Landings,CH01,1994,5,Legal,125590
Landings,CH01,1994,6,Legal,165309
Landings,CH01,1994,7,Legal,123678
Landings,CH01,1994,8,Legal,106323
Landings,CH01,1994,9,Legal,120604
Landings,CH01,1994,10,Legal,162740
Landings,CH01,1994,11,Legal,302144
Landings,CH01,1994,12,Legal,111029
Landings,CH01,1995,1,Legal,35052
Landings,CH01,1995,2,Legal,14694
Landings,CH01,1995,3,Legal,34499
Landings,CH01,1995,4,Legal,45030
Landings,CH01,1995,5,Legal,73045
Landings,CH01,1995,6,Legal,80000
Landings,CH01,1995,7,Legal,136533
Landings,CH01,1995,8,Legal,127835
Landings,CH01,1995,9,Legal,218546
Landings,CH01,1995,10,Legal,163733
Landings,CH01,1995,11,Legal,235411
Landings,CH01,1995,12,Legal,69717
Landings,CH01,1996,1,Legal,15192
Landings,CH01,1996,2,Legal,21244
Landings,CH01,1996,3,Legal,17039
Landings,CH01,1996,4,Legal,15305
Landings,CH01,1996,5,Legal,80600
Landings,CH01,1996,6,Legal,96224
Landings,CH01,1996,7,Legal,113316
Landings,CH01,1996,8,Legal,127257
Landings,CH01,1996,9,Legal,87310
Landings,CH01,1996,10,Legal,112544
Landings,CH01,1996,11,Legal,140598
Landings,CH01,1996,12,Legal,55147
Landings,CH01,1997,1,Legal,58754
Landings,CH01,1997,2,Legal,38003
Landings,CH01,1997,3,Legal,27236
Landings,CH01,1997,4,Legal,58862
Landings,CH01,1997,5,Legal,85120
Landings,CH01,1997,6,Legal,97456
Landings,CH01,1997,7,Legal,102238
Landings,CH01,1997,8,Legal,115761
Landings,CH01,1997,9,Legal,107280
Landings,CH01,1997,10,Legal,139740
Landings,CH01,1997,11,Legal,94494
Landings,CH01,1997,12,Legal,54524
Landings,CH01,1998,1,Legal,65248
Landings,CH01,1998,2,Legal,47431
Landings,CH01,1998,3,Legal,24639
Landings,CH01,1998,4,Legal,22416
Landings,CH01,1998,5,Legal,63404
Landings,CH01,1998,6,Legal,88794
Landings,CH01,1998,7,Legal,86617
Landings,CH01,1998,8,Legal,92385
Landings,CH01,1998,9,Legal,97688
Landings,CH01,1998,10,Legal,70377
Landings,CH01,1998,11,Legal,70644
Landings,CH01,1998,12,Legal,75773
Landings,CH01,1999,1,Legal,26849
Landings,CH01,1999,2,Legal,10840
Landings,CH01,1999,3,Legal,8196
Landings,CH01,1999,4,Legal,22567
Landings,CH01,1999,5,Legal,59615
Landings,CH01,1999,6,Legal,86558
Landings,CH01,1999,7,Legal,104868
Landings,CH01,1999,8,Legal,94956
Landings,CH01,1999,9,Legal,149248
Landings,CH01,1999,10,Legal,129171
Landings,CH01,1999,11,Legal,112652
Landings,CH01,1999,12,Legal,71794
Landings,CH01,2000,1,Legal,37712
Landings,CH01,2000,2,Legal,29096
Landings,CH01,2000,3,Legal,15406
Landings,CH01,2000,4,Legal,46906
Landings,CH01,2000,5,Legal,134201
Landings,CH01,2000,6,Legal,96080
Landings,CH01,2000,7,Legal,118371
Landings,CH01,2000,8,Legal,130296
Landings,CH01,2000,9,Legal,124064
Landings,CH01,2000,10,Legal,92238
Landings,CH01,2000,11,Legal,102192
Landings,CH01,2000,12,Legal,47092
Landings,CH01,2001,1,Legal,12340
Landings,CH01,2001,2,Legal,34117
Landings,CH01,2001,3,Legal,17168
Landings,CH01,2001,4,Legal,38838
Landings,CH01,2001,5,Legal,154712
Landings,CH01,2001,6,Legal,192502
Landings,CH01,2001,7,Legal,156803
Landings,CH01,2001,8,Legal,179735
Landings,CH01,2001,9,Legal,151210
Landings,CH01,2001,10,Legal,128078
Landings,CH01,2001,11,Legal,114595
Landings,CH01,2001,12,Legal,41729
Landings,CH01,2002,1,Legal,15095
Landings,CH01,2002,2,Legal,7242
Landings,CH01,2002,3,Legal,7686
Landings,CH01,2002,4,Legal,23930
Landings,CH01,2002,5,Legal,66751
Landings,CH01,2002,6,Legal,128577
Landings,CH01,2002,7,Legal,135461
Landings,CH01,2002,8,Legal,164773
Landings,CH01,2002,9,Legal,168049
Landings,CH01,2002,10,Legal,97255
Landings,CH01,2002,11,Legal,71173
Landings,CH01,2002,12,Legal,51684
Landings,CH01,2003,1,Legal,9617
Landings,CH01,2003,2,Legal,15136
Landings,CH01,2003,3,Legal,14168
Landings,CH01,2003,4,Legal,15247
Landings,CH01,2003,5,Legal,102606
Landings,CH01,2003,6,Legal,103135
Landings,CH01,2003,7,Legal,79956
Landings,CH01,2003,8,Legal,42589
Landings,CH01,2003,9,Legal,24214
Landings,CH01,2003,10,Legal,23722
Landings,CH01,2003,11,Legal,28214
Landings,CH01,2003,12,Legal,18352
Landings,CH01,2004,1,Legal,9708
Landings,CH01,2004,2,Legal,3752
Landings,CH01,2004,3,Legal,12048
Landings,CH01,2004,4,Legal,8065.68
Landings,CH01,2004,5,Legal,28112.24
Landings,CH01,2004,6,Legal,56119.72
Landings,CH01,2004,7,Legal,83228.68
Landings,CH01,2004,8,Legal,106310.4
Landings,CH01,2004,9,Legal,71069.68
Landings,CH01,2004,10,Legal,49472.1
Landings,CH01,2004,11,Legal,44858.11
Landings,CH01,2004,12,Legal,24871.98
Landings,CH01,2005,1,Legal,18582.6
Landings,CH01,2005,2,Legal,5436
Landings,CH01,2005,3,Legal,10499.2
Landings,CH01,2005,4,Legal,5957.6
Landings,CH01,2005,5,Legal,43663.2
Landings,CH01,2005,6,Legal,70756.49
Landings,CH01,2005,7,Legal,51765.22
Landings,CH01,2005,8,Legal,61221.44
Landings,CH01,2005,9,Legal,68443.19
Landings,CH01,2005,10,Legal,69226.44
Landings,CH01,2005,11,Legal,60407.84
Landings,CH01,2005,12,Legal,21622.24
Landings,CH01,2006,1,Legal,28547.88
Landings,CH01,2006,2,Legal,31481.27
Landings,CH01,2006,3,Legal,21339.38
Landings,CH01,2006,4,Legal,12012.24
Landings,CH01,2006,5,Legal,56563.44
Landings,CH01,2006,6,Legal,61233.96
Landings,CH01,2006,7,Legal,65270.06
Landings,CH01,2006,8,Legal,64034
Landings,CH01,2006,9,Legal,59405.16
Landings,CH01,2006,10,Legal,48599.74
Landings,CH01,2006,11,Legal,39806.84
Landings,CH01,2006,12,Legal,25452.02
Landings,CH01,2007,1,Legal,11522.8
Landings,CH01,2007,2,Legal,3344.62
Landings,CH01,2007,3,Legal,5097.38
Landings,CH01,2007,4,Legal,6214.34
Landings,CH01,2007,5,Legal,36466.84
Landings,CH01,2007,6,Legal,48056.9
Landings,CH01,2007,7,Legal,55435.42
Landings,CH01,2007,8,Legal,61446.42
Landings,CH01,2007,9,Legal,50520.6
Landings,CH01,2007,10,Legal,45410.2
Landings,CH01,2007,11,Legal,71824.29
Landings,CH01,2007,12,Legal,30901.68
Landings,CH01,2008,1,Legal,21800
Landings,CH01,2008,2,Legal,18574
Landings,CH01,2008,3,Legal,5832
Landings,CH01,2008,4,Legal,12651
Landings,CH01,2008,5,Legal,39478.56
Landings,CH01,2008,6,Legal,70027.33
Landings,CH01,2008,7,Legal,67679.96
Landings,CH01,2008,8,Legal,67049.78
Landings,CH01,2008,9,Legal,71645.38
Landings,CH01,2008,10,Legal,67117.68
Landings,CH01,2008,11,Legal,72927.28
Landings,CH01,2008,12,Legal,48200
Landings,CH01,2009,1,Legal,24900
Landings,CH01,2009,2,Legal,20416
Landings,CH01,2009,3,Legal,11087.93
Landings,CH01,2009,4,Legal,5014.52
Landings,CH01,2009,5,Legal,41263.02
Landings,CH01,2009,6,Legal,73965.08
Landings,CH01,2009,7,Legal,55785.12
Landings,CH01,2009,8,Legal,62621.36
Landings,CH01,2009,9,Legal,46615.4
Landings,CH01,2009,10,Legal,64463.24
Landings,CH01,2009,11,Legal,62561.58
Landings,CH01,2009,12,Legal,40113.2
Landings,CH01,2010,1,Legal,7608
Landings,CH01,2010,2,Legal,5704
Landings,CH01,2010,3,Legal,8438
Landings,CH01,2010,4,Legal,1777.2
Landings,CH01,2010,5,Legal,34794.4
Landings,CH01,2010,6,Legal,46957.88
Landings,CH01,2010,7,Legal,74881.92
Landings,CH01,2010,8,Legal,71790.54
Landings,CH01,2010,9,Legal,69906.6
Landings,CH01,2010,10,Legal,57492
Landings,CH01,2010,11,Legal,80358.24
Landings,CH01,2010,12,Legal,24676.6
Landings,CH01,2011,1,Legal,9544
Landings,CH01,2011,2,Legal,25179.82
Landings,CH01,2011,3,Legal,32492.32
Landings,CH01,2011,4,Legal,15920.4
Landings,CH01,2011,5,Legal,54021
Landings,CH01,2011,6,Legal,67413.4
Landings,CH01,2011,7,Legal,100298.12
Landings,CH01,2011,8,Legal,110328.16
Landings,CH01,2011,9,Legal,94227.92
Landings,CH01,2011,10,Legal,85374.52
Landings,CH01,2011,11,Legal,134057.92
Landings,CH01,2011,12,Legal,102211.62
Landings,CH01,2012,1,Legal,75801.12
Landings,CH01,2012,2,Legal,49306
Landings,CH01,2012,3,Legal,30187.13
Landings,CH01,2012,4,Legal,60809.96
Landings,CH01,2012,5,Legal,84788.48
Landings,CH01,2012,6,Legal,127277.91
Landings,CH01,2012,7,Legal,145156.32
Landings,CH01,2012,8,Legal,121740.22
Landings,CH01,2012,9,Legal,120861.9
Landings,CH01,2012,10,Legal,97036.74
Landings,CH01,2012,11,Legal,125763
Landings,CH01,2012,12,Legal,72625
Landings,CH01,2013,1,Legal,38665
Landings,CH01,2013,2,Legal,15970.28
Landings,CH01,2013,3,Legal,6110.34
Landings,CH01,2013,4,Legal,6731.44
Landings,CH01,2013,5,Legal,60534.68
Landings,CH01,2013,6,Legal,75079.08
Landings,CH01,2013,7,Legal,88790.2
Landings,CH01,2013,8,Legal,89971.56
Landings,CH01,2013,9,Legal,89614.72
Landings,CH01,2013,10,Legal,86906.84
Landings,CH01,2013,11,Legal,108698.59
Landings,CH01,2013,12,Legal,76760
Landings,CH01,2014,1,Legal,17284
Landings,CH01,2014,2,Legal,9319.24
Landings,CH01,2014,3,Legal,7672
Landings,CH01,2014,4,Legal,7234.72
Landings,CH01,2014,5,Legal,54637.4
Landings,CH01,2014,6,Legal,76849.2
Landings,CH01,2014,7,Legal,96668
Landings,CH01,2014,8,Legal,78394
Landings,CH01,2014,9,Legal,76559.5
Landings,CH01,2014,10,Legal,78230
Landings,CH01,2014,11,Legal,92037.2
Landings,CH01,2014,12,Legal,56746
Landings,CH01,2015,1,Legal,26728
Landings,CH01,2015,2,Legal,7676
Landings,CH01,2015,3,Legal,6284
Landings,CH01,2015,4,Legal,10596
Landings,CH01,2015,5,Legal,34294
Landings,CH01,2015,6,Legal,52943.8
Landings,CH01,2015,7,Legal,98413.5
Landings,CH01,2015,8,Legal,89554
Landings,CH01,2015,9,Legal,94708
Landings,CH01,2015,10,Legal,74555.56
Landings,CH01,2015,11,Legal,77263.92
Landings,CH01,2015,12,Legal,63532
Landings,CH01,2016,1,Legal,43520
Landings,CH01,2016,2,Legal,19628
Landings,CH01,2016,3,Legal,12612
Landings,CH01,2016,4,Legal,32433
Landings,CH01,2016,5,Legal,57011.3
Landings,CH01,2016,6,Legal,83669
Landings,CH01,2016,7,Legal,120946
Landings,CH01,2016,8,Legal,100128
Landings,CH01,2016,9,Legal,125582
Landings,CH01,2016,10,Legal,95404
Landings,CH01,2016,11,Legal,68144
Landings,CH01,2016,12,Legal,63120
Landings,CH01,2017,1,Legal,44768
Landings,CH01,2017,2,Legal,19236
Landings,CH01,2017,3,Legal,14360
Landings,CH01,2017,4,Legal,31162.75
Landings,CH01,2017,5,Legal,48868
Landings,CH01,2017,6,Legal,56229
Landings,CH01,2017,7,Legal,81816
Landings,CH01,2017,8,Legal,98506
Landings,CH01,2017,9,Legal,107276
Landings,CH01,2017,10,Legal,104016
Landings,CH01,2017,11,Legal,108692
Landings,CH01,2017,12,Legal,65624
Landings,CH01,2018,1,Legal,6564.48
Landings,CH01,2018,2,Legal,19532
Landings,CH01,2018,3,Legal,9492
Landings,CH01,2018,4,Legal,24698
Landings,CH01,2018,5,Legal,60365
Landings,CH01,2018,6,Legal,75958.84
Landings,CH01,2018,7,Legal,82580.74
Landings,CH01,2018,8,Legal,102553.22
Landings,CH01,2018,9,Legal,83630.8
Landings,CH01,2018,10,Legal,80333.75
Landings,CH01,2018,11,Legal,78627
Landings,CH01,2018,12,Legal,72192
LandingsCPUE,CH01,2004,1,Legal,4.604388072
LandingsCPUE,CH01,2004,2,Legal,1.840729484
LandingsCPUE,CH01,2004,3,Legal,2.692530658
LandingsCPUE,CH01,2004,4,Legal,2.988307032
LandingsCPUE,CH01,2004,5,Legal,5.943823931
LandingsCPUE,CH01,2004,6,Legal,9.88126478
LandingsCPUE,CH01,2004,7,Legal,12.68176665
LandingsCPUE,CH01,2004,8,Legal,13.22763538
LandingsCPUE,CH01,2004,9,Legal,12.28121937
LandingsCPUE,CH01,2004,10,Legal,15.58450364
LandingsCPUE,CH01,2004,11,Legal,16.85352848
LandingsCPUE,CH01,2004,12,Legal,8.626322025
LandingsCPUE,CH01,2005,1,Legal,6.821005462
LandingsCPUE,CH01,2005,2,Legal,7.689204471
LandingsCPUE,CH01,2005,3,Legal,7.683957566
LandingsCPUE,CH01,2005,4,Legal,3.860598959
LandingsCPUE,CH01,2005,5,Legal,8.498421299
LandingsCPUE,CH01,2005,6,Legal,10.00894714
LandingsCPUE,CH01,2005,7,Legal,11.22596156
LandingsCPUE,CH01,2005,8,Legal,12.37330448
LandingsCPUE,CH01,2005,9,Legal,17.80623393
LandingsCPUE,CH01,2005,10,Legal,20.47799654
LandingsCPUE,CH01,2005,11,Legal,22.64893621
LandingsCPUE,CH01,2005,12,Legal,12.23452549
LandingsCPUE,CH01,2006,1,Legal,10.29621322
LandingsCPUE,CH01,2006,2,Legal,7.623795492
LandingsCPUE,CH01,2006,3,Legal,7.478980973
LandingsCPUE,CH01,2006,4,Legal,8.607763838
LandingsCPUE,CH01,2006,5,Legal,12.68354209
LandingsCPUE,CH01,2006,6,Legal,13.35340263
LandingsCPUE,CH01,2006,7,Legal,12.89861129
LandingsCPUE,CH01,2006,8,Legal,12.44034779
LandingsCPUE,CH01,2006,9,Legal,14.40706247
LandingsCPUE,CH01,2006,10,Legal,15.08303936
LandingsCPUE,CH01,2006,11,Legal,15.15135699
LandingsCPUE,CH01,2006,12,Legal,12.696488
LandingsCPUE,CH01,2007,1,Legal,8.44202587
LandingsCPUE,CH01,2007,2,Legal,1.971169946
LandingsCPUE,CH01,2007,3,Legal,3.866713148
LandingsCPUE,CH01,2007,4,Legal,6.081930871
LandingsCPUE,CH01,2007,5,Legal,8.228803746
LandingsCPUE,CH01,2007,6,Legal,7.676668801
LandingsCPUE,CH01,2007,7,Legal,10.72052724
LandingsCPUE,CH01,2007,8,Legal,12.48168019
LandingsCPUE,CH01,2007,9,Legal,13.90274101
LandingsCPUE,CH01,2007,10,Legal,14.41025643
LandingsCPUE,CH01,2007,11,Legal,18.68948632
LandingsCPUE,CH01,2007,12,Legal,11.80502265
LandingsCPUE,CH01,2008,1,Legal,11.47935467
LandingsCPUE,CH01,2008,2,Legal,7.155198135
LandingsCPUE,CH01,2008,3,Legal,4.61964406
LandingsCPUE,CH01,2008,4,Legal,8.821863597
LandingsCPUE,CH01,2008,5,Legal,9.105167257
LandingsCPUE,CH01,2008,6,Legal,9.696457113
LandingsCPUE,CH01,2008,7,Legal,9.32997728
LandingsCPUE,CH01,2008,8,Legal,10.53179821
LandingsCPUE,CH01,2008,9,Legal,13.10538832
LandingsCPUE,CH01,2008,10,Legal,13.58018584
LandingsCPUE,CH01,2008,11,Legal,13.62363008
LandingsCPUE,CH01,2008,12,Legal,16.11531854
LandingsCPUE,CH01,2009,1,Legal,11.77574194
LandingsCPUE,CH01,2009,2,Legal,5.738453175
LandingsCPUE,CH01,2009,3,Legal,5.71231952
LandingsCPUE,CH01,2009,4,Legal,4.373989885
LandingsCPUE,CH01,2009,5,Legal,7.327268746
LandingsCPUE,CH01,2009,6,Legal,7.545512063
LandingsCPUE,CH01,2009,7,Legal,7.506208317
LandingsCPUE,CH01,2009,8,Legal,7.626089513
LandingsCPUE,CH01,2009,9,Legal,8.16047655
LandingsCPUE,CH01,2009,10,Legal,11.19194079
LandingsCPUE,CH01,2009,11,Legal,16.06219452
LandingsCPUE,CH01,2009,12,Legal,13.8488697
LandingsCPUE,CH01,2010,1,Legal,5.403338279
LandingsCPUE,CH01,2010,2,Legal,3.252657911
LandingsCPUE,CH01,2010,3,Legal,1.765271967
LandingsCPUE,CH01,2010,4,Legal,3.366774194
LandingsCPUE,CH01,2010,5,Legal,8.89657366
LandingsCPUE,CH01,2010,6,Legal,11.63005849
LandingsCPUE,CH01,2010,7,Legal,10.68453003
LandingsCPUE,CH01,2010,8,Legal,9.788040389
LandingsCPUE,CH01,2010,9,Legal,10.99841878
LandingsCPUE,CH01,2010,10,Legal,12.58738814
LandingsCPUE,CH01,2010,11,Legal,17.87220885
LandingsCPUE,CH01,2010,12,Legal,13.50848941
LandingsCPUE,CH01,2011,1,Legal,3.86617288
LandingsCPUE,CH01,2011,2,Legal,9.940113893
LandingsCPUE,CH01,2011,3,Legal,9.655119663
LandingsCPUE,CH01,2011,4,Legal,7.820062132
LandingsCPUE,CH01,2011,5,Legal,8.934227001
LandingsCPUE,CH01,2011,6,Legal,9.026199733
LandingsCPUE,CH01,2011,7,Legal,11.15240164
