Year,ProjID,Lifestage,CPUE,Watershed,Salinity,PSU
1990,B90,Subadult,2.523694062,Survey,Spot,24.9026425
1991,B90,Subadult,3.181346248,Survey,Spot,22.74134997
1992,B90,Subadult,8.208187838,Survey,Spot,24.67083333
1993,B90,Subadult,4.515128384,Survey,Spot,22.21158009
1994,B90,Subadult,7.508564095,Survey,Spot,22.01040904
1995,B90,Subadult,2.508236219,Survey,Spot,23.95767196
1996,B90,Subadult,8.51979607,Survey,Spot,24.67460317
1997,B90,Subadult,4.411453686,Survey,Spot,24.74345238
1998,B90,Subadult,1.390833543,Survey,Spot,23.3405754
1999,B90,Subadult,3.132581048,Survey,Spot,24.99632937
2000,B90,Subadult,3.363623467,Survey,Spot,24.6400463
2001,B90,Subadult,8.907989704,Survey,Spot,27.90197025
2002,B90,Subadult,1.277158,Survey,Spot,28.68055556
2003,B90,Subadult,1.770833333,Survey,Spot,29.01388889
2004,B90,Subadult,11.38067721,Survey,Spot,27.22152778
2005,B90,Subadult,6.407519917,Survey,Spot,25.5625
2006,B90,Subadult,5.684793803,Survey,Spot,26.07083333
2007,B90,Subadult,4.346304345,Survey,Spot,28.26309524
2008,B90,Subadult,3.927170979,Survey,Spot,30.43333333
2009,B90,Subadult,0.876984127,Survey,Spot,27.95833333
2010,B90,Subadult,1.364754708,Survey,Spot,25.01349206
2011,B90,Subadult,4.854737792,Survey,Spot,27.87857143
2012,B90,Subadult,1.839323613,Survey,Spot,26.825
2013,B90,Subadult,0.8125,Survey,Spot,23.48819444
2014,B90,Subadult,0.614583333,Survey,Spot,19.88888889
2015,B90,Subadult,0.650892857,Survey,Spot,18.70833333
2016,B90,Subadult,2.227272727,Survey,Spot,22.03409091
2017,B90,Subadult,2.645833333,Survey,Spot,21.625
2018,B90,Subadult,2.857371875,Survey,Spot,19.45
1980,B90,Adult,0.426618007,Survey,Spot,21.96114268
1981,B90,Adult,2.435336523,Survey,Spot,24.19097222
1982,B90,Adult,0.332642996,Survey,Spot,20.45575397
1983,B90,Adult,0.959436422,Survey,Spot,21.31035354
1984,B90,Adult,2.880002933,Survey,Spot,21.390955
1985,B90,Adult,2.114983546,Survey,Spot,23.96688312
1986,B90,Adult,3.696948961,Survey,Spot,24.93296958
1987,B90,Adult,7.448543662,Survey,Spot,25.56834795
1988,B90,Adult,3.995690319,Survey,Spot,25.32893519
1989,B90,Adult,2.887446624,Survey,Spot,22.30762987
1990,B90,Adult,1.989685504,Survey,Spot,24.9026425
1991,B90,Adult,1.656443111,Survey,Spot,22.74134997
1992,B90,Adult,8.692348043,Survey,Spot,24.67083333
1993,B90,Adult,1.739100039,Survey,Spot,22.21158009
1994,B90,Adult,3.242070921,Survey,Spot,22.01040904
1995,B90,Adult,1.410730829,Survey,Spot,23.95767196
1996,B90,Adult,6.337436666,Survey,Spot,24.67460317
1997,B90,Adult,1.606427524,Survey,Spot,24.74345238
1998,B90,Adult,0.871695777,Survey,Spot,23.3405754
1999,B90,Adult,1.508673914,Survey,Spot,24.99632937
2000,B90,Adult,4.313552805,Survey,Spot,24.6400463
2001,B90,Adult,13.17016945,Survey,Spot,27.90197025
2002,B90,Adult,0.691417647,Survey,Spot,28.68055556
2003,B90,Adult,3.993055556,Survey,Spot,29.01388889
2004,B90,Adult,4.245655651,Survey,Spot,27.22152778
2005,B90,Adult,1.435198408,Survey,Spot,25.5625
2006,B90,Adult,1.962102686,Survey,Spot,26.07083333
2007,B90,Adult,1.442479688,Survey,Spot,28.26309524
2008,B90,Adult,2.615170615,Survey,Spot,30.43333333
2009,B90,Adult,0.698412698,Survey,Spot,27.95833333
2010,B90,Adult,1.869660877,Survey,Spot,25.01349206
2011,B90,Adult,4.161495974,Survey,Spot,27.87857143
2012,B90,Adult,0.81875,Survey,Spot,26.825
2013,B90,Adult,0.263888889,Survey,Spot,23.48819444
2014,B90,Adult,0.708333333,Survey,Spot,19.88888889
2015,B90,Adult,1.49047619,Survey,Spot,18.70833333
2016,B90,Adult,5.965909091,Survey,Spot,22.03409091
2017,B90,Adult,3.634469698,Survey,Spot,21.625
2018,B90,Adult,5.079899167,Survey,Spot,19.45
1980,B90,ImmatureFemale,0.463908084,Survey,Spot,21.96114268
1981,B90,ImmatureFemale,1.837522914,Survey,Spot,24.19097222
1982,B90,ImmatureFemale,0.445771387,Survey,Spot,20.45575397
1983,B90,ImmatureFemale,2.375738918,Survey,Spot,21.31035354
1984,B90,ImmatureFemale,4.97707923,Survey,Spot,21.390955
1985,B90,ImmatureFemale,3.440930296,Survey,Spot,23.96688312
1986,B90,ImmatureFemale,4.532629244,Survey,Spot,24.93296958
1987,B90,ImmatureFemale,3.930512205,Survey,Spot,25.56834795
1988,B90,ImmatureFemale,4.875822122,Survey,Spot,25.32893519
1989,B90,ImmatureFemale,5.390346296,Survey,Spot,22.30762987
1990,B90,ImmatureFemale,3.230790161,Survey,Spot,24.9026425
1991,B90,ImmatureFemale,3.415655995,Survey,Spot,22.74134997
1992,B90,ImmatureFemale,6.739848337,Survey,Spot,24.67083333
1993,B90,ImmatureFemale,4.049144706,Survey,Spot,22.21158009
1994,B90,ImmatureFemale,6.908767503,Survey,Spot,22.01040904
1995,B90,ImmatureFemale,2.288990198,Survey,Spot,23.95767196
1996,B90,ImmatureFemale,7.001557999,Survey,Spot,24.67460317
1997,B90,ImmatureFemale,4.821132159,Survey,Spot,24.74345238
1998,B90,ImmatureFemale,1.099375257,Survey,Spot,23.3405754
1999,B90,ImmatureFemale,2.68714695,Survey,Spot,24.99632937
2000,B90,ImmatureFemale,2.521130461,Survey,Spot,24.6400463
2001,B90,ImmatureFemale,8.715683313,Survey,Spot,27.90197025
2002,B90,ImmatureFemale,1.060842974,Survey,Spot,28.68055556
2003,B90,ImmatureFemale,1.541666667,Survey,Spot,29.01388889
2004,B90,ImmatureFemale,2.80916807,Survey,Spot,27.22152778
2005,B90,ImmatureFemale,7.169404762,Survey,Spot,25.5625
2006,B90,ImmatureFemale,7.546071795,Survey,Spot,26.07083333
2007,B90,ImmatureFemale,4.150455367,Survey,Spot,28.26309524
2008,B90,ImmatureFemale,4.504485125,Survey,Spot,30.43333333
2009,B90,ImmatureFemale,0.694444444,Survey,Spot,27.95833333
2010,B90,ImmatureFemale,0.937301587,Survey,Spot,25.01349206
2011,B90,ImmatureFemale,2.717412217,Survey,Spot,27.87857143
2012,B90,ImmatureFemale,1.583279655,Survey,Spot,26.825
2013,B90,ImmatureFemale,1.236111111,Survey,Spot,23.48819444
2014,B90,ImmatureFemale,0.268849206,Survey,Spot,19.88888889
2015,B90,ImmatureFemale,0.966071429,Survey,Spot,18.70833333
2016,B90,ImmatureFemale,1.75,Survey,Spot,22.03409091
2017,B90,ImmatureFemale,1.722222222,Survey,Spot,21.625
2018,B90,ImmatureFemale,2.893238706,Survey,Spot,19.45
1980,B90,MatureFemale,0.227418028,Survey,Spot,21.96114268
1981,B90,MatureFemale,2.235901184,Survey,Spot,24.19097222
1982,B90,MatureFemale,0.225334879,Survey,Spot,20.45575397
1983,B90,MatureFemale,0.604503759,Survey,Spot,21.31035354
1984,B90,MatureFemale,2.283457242,Survey,Spot,21.390955
1985,B90,MatureFemale,1.117870066,Survey,Spot,23.96688312
1986,B90,MatureFemale,2.827114268,Survey,Spot,24.93296958
1987,B90,MatureFemale,6.224596264,Survey,Spot,25.56834795
1988,B90,MatureFemale,3.540600869,Survey,Spot,25.32893519
1989,B90,MatureFemale,2.677861817,Survey,Spot,22.30762987
1990,B90,MatureFemale,1.073221904,Survey,Spot,24.9026425
1991,B90,MatureFemale,1.190601734,Survey,Spot,22.74134997
1992,B90,MatureFemale,8.198996989,Survey,Spot,24.67083333
1993,B90,MatureFemale,1.44632581,Survey,Spot,22.21158009
1994,B90,MatureFemale,2.437795397,Survey,Spot,22.01040904
1995,B90,MatureFemale,1.003451475,Survey,Spot,23.95767196
1996,B90,MatureFemale,6.490793766,Survey,Spot,24.67460317
1997,B90,MatureFemale,1.304990127,Survey,Spot,24.74345238
1998,B90,MatureFemale,0.521165192,Survey,Spot,23.3405754
1999,B90,MatureFemale,1.095888657,Survey,Spot,24.99632937
2000,B90,MatureFemale,3.638085242,Survey,Spot,24.6400463
2001,B90,MatureFemale,9.84150498,Survey,Spot,27.90197025
2002,B90,MatureFemale,0.430741667,Survey,Spot,28.68055556
2003,B90,MatureFemale,3.694444444,Survey,Spot,29.01388889
2004,B90,MatureFemale,2.679713805,Survey,Spot,27.22152778
2005,B90,MatureFemale,0.88,Survey,Spot,25.5625
2006,B90,MatureFemale,1.156239664,Survey,Spot,26.07083333
2007,B90,MatureFemale,0.872124989,Survey,Spot,28.26309524
2008,B90,MatureFemale,1.681291844,Survey,Spot,30.43333333
2009,B90,MatureFemale,0.396825397,Survey,Spot,27.95833333
2010,B90,MatureFemale,1.455916306,Survey,Spot,25.01349206
2011,B90,MatureFemale,3.882154882,Survey,Spot,27.87857143
2012,B90,MatureFemale,0.633928571,Survey,Spot,26.825
2013,B90,MatureFemale,0.277777778,Survey,Spot,23.48819444
2014,B90,MatureFemale,0.470238095,Survey,Spot,19.88888889
2015,B90,MatureFemale,1.010714286,Survey,Spot,18.70833333
2016,B90,MatureFemale,3.988636364,Survey,Spot,22.03409091
2017,B90,MatureFemale,2.867108587,Survey,Spot,21.625
2018,B90,MatureFemale,4.490613553,Survey,Spot,19.45
1980,B90,Total,1.163618971,Survey,Spot,21.96114268
1981,B90,Total,5.859872321,Survey,Spot,24.19097222
1982,B90,Total,1.149579104,Survey,Spot,20.45575397
1983,B90,Total,4.69389658,Survey,Spot,21.31035354
1984,B90,Total,10.93327987,Survey,Spot,21.390955
1985,B90,Total,7.778943611,Survey,Spot,23.96688312
1986,B90,Total,13.54397282,Survey,Spot,24.93296958
1987,B90,Total,15.89781146,Survey,Spot,25.56834795
1988,B90,Total,12.50364337,Survey,Spot,25.32893519
1989,B90,Total,11.88511532,Survey,Spot,22.30762987
1990,B90,Total,7.79091461,Survey,Spot,24.9026425
1991,B90,Total,7.870023728,Survey,Spot,22.74134997
1992,B90,Total,20.09015208,Survey,Spot,24.67083333
1993,B90,Total,8.715027624,Survey,Spot,22.21158009
1994,B90,Total,15.40750389,Survey,Spot,22.01040904
1995,B90,Total,5.670893849,Survey,Spot,23.95767196
1996,B90,Total,20.2825631,Survey,Spot,24.67460317
1997,B90,Total,9.911642163,Survey,Spot,24.74345238
1998,B90,Total,2.895548214,Survey,Spot,23.3405754
1999,B90,Total,6.074371726,Survey,Spot,24.99632937
2000,B90,Total,9.658995833,Survey,Spot,24.6400463
2001,B90,Total,26.95724314,Survey,Spot,27.90197025
2002,B90,Total,2.296105556,Survey,Spot,28.68055556
2003,B90,Total,6.138888889,Survey,Spot,29.01388889
2004,B90,Total,19.75694444,Survey,Spot,27.22152778
2005,B90,Total,13.94583333,Survey,Spot,25.5625
2006,B90,Total,15.09848485,Survey,Spot,26.07083333
2007,B90,Total,9.592013889,Survey,Spot,28.26309524
2008,B90,Total,10.03125,Survey,Spot,30.43333333
2009,B90,Total,1.861111111,Survey,Spot,27.95833333
2010,B90,Total,3.602922078,Survey,Spot,25.01349206
2011,B90,Total,10.08766234,Survey,Spot,27.87857143
2012,B90,Total,3.997496684,Survey,Spot,26.825
2013,B90,Total,2.170138889,Survey,Spot,23.48819444
2014,B90,Total,1.6875,Survey,Spot,19.88888889
2015,B90,Total,3.180952381,Survey,Spot,18.70833333
2016,B90,Total,9.818181818,Survey,Spot,22.03409091
2017,B90,Total,8.415719697,Survey,Spot,21.625
2018,B90,Total,10.42708333,Survey,Spot,19.45
1986,B90,Juvenile,2.263747225,Cooper,CooperRaw,25.242064
1987,B90,Juvenile,3.373737723,Cooper,CooperRaw,25.31173989
1988,B90,Juvenile,2.549273845,Cooper,CooperRaw,27.23567079
1989,B90,Juvenile,5.321034207,Cooper,CooperRaw,26.30778427
1990,B90,Juvenile,3.280631088,Cooper,CooperRaw,25.44062949
1991,B90,Juvenile,3.035089485,Cooper,CooperRaw,24.03545964
1992,B90,Juvenile,3.192385103,Cooper,CooperRaw,23.29289561
1993,B90,Juvenile,2.463647285,Cooper,CooperRaw,26.34154806
1994,B90,Juvenile,4.659624046,Cooper,CooperRaw,25.1297908
1995,B90,Juvenile,1.754516024,Cooper,CooperRaw,22.98362988
1996,B90,Juvenile,5.427508825,Cooper,CooperRaw,24.21974507
1997,B90,Juvenile,3.895550336,Cooper,CooperRaw,23.25819837
1998,B90,Juvenile,0.635371066,Cooper,CooperRaw,22.65146908
1999,B90,Juvenile,1.435715649,Cooper,CooperRaw,23.84168702
2000,B90,Juvenile,0.651675003,Cooper,CooperRaw,24.58383512
2001,B90,Juvenile,4.881045129,Cooper,CooperRaw,25.87672044
2002,B90,Juvenile,0.327685458,Cooper,CooperRaw,25.09767934
2003,B90,Juvenile,0.375,Cooper,CooperRaw,23.20125201
2004,B90,Juvenile,4.130611935,Cooper,CooperRaw,24.79757078
2005,B90,Juvenile,6.103115083,Cooper,CooperRaw,24.46767947
2006,B90,Juvenile,7.45158836,Cooper,CooperRaw,25.26679585
2007,B90,Juvenile,3.803229663,Cooper,CooperRaw,26.20283113
2008,B90,Juvenile,3.488908281,Cooper,CooperRaw,26.50309058
2009,B90,Juvenile,0.285714286,Cooper,CooperRaw,25.61561437
2010,B90,Juvenile,0.368506494,Cooper,CooperRaw,24.99128544
2011,B90,Juvenile,1.071428571,Cooper,CooperRaw,26.63120313
2012,B90,Juvenile,1.339423075,Cooper,CooperRaw,26.40130344
2013,B90,Juvenile,1.09375,Cooper,CooperRaw,24.41760284
2014,B90,Juvenile,0.364583333,Cooper,CooperRaw,24.97953207
2015,B90,Juvenile,1.020833333,Cooper,CooperRaw,23.6879545
2016,B90,Juvenile,1.056818182,Cooper,CooperRaw,23.98347561
2017,B90,Juvenile,1.03125,Cooper,CooperRaw,24.69091052
1986,B90,Subadult,7.494602928,Cooper,CooperRaw,25.242064
1987,B90,Subadult,5.078770835,Cooper,CooperRaw,25.31173989
1988,B90,Subadult,5.961952473,Cooper,CooperRaw,27.23567079
1989,B90,Subadult,3.679890384,Cooper,CooperRaw,26.30778427
1990,B90,Subadult,2.523694062,Cooper,CooperRaw,25.44062949
1991,B90,Subadult,3.181346248,Cooper,CooperRaw,24.03545964
1992,B90,Subadult,8.208187838,Cooper,CooperRaw,23.29289561
1993,B90,Subadult,4.515128384,Cooper,CooperRaw,26.34154806
1994,B90,Subadult,7.508564095,Cooper,CooperRaw,25.1297908
1995,B90,Subadult,2.508236219,Cooper,CooperRaw,22.98362988
1996,B90,Subadult,8.51979607,Cooper,CooperRaw,24.21974507
1997,B90,Subadult,4.411453686,Cooper,CooperRaw,23.25819837
1998,B90,Subadult,1.390833543,Cooper,CooperRaw,22.65146908
1999,B90,Subadult,3.132581048,Cooper,CooperRaw,23.84168702
2000,B90,Subadult,3.363623467,Cooper,CooperRaw,24.58383512
2001,B90,Subadult,8.907989704,Cooper,CooperRaw,25.87672044
2002,B90,Subadult,1.277158,Cooper,CooperRaw,25.09767934
2003,B90,Subadult,1.770833333,Cooper,CooperRaw,23.20125201
2004,B90,Subadult,11.38067721,Cooper,CooperRaw,24.79757078
2005,B90,Subadult,6.407519917,Cooper,CooperRaw,24.46767947
2006,B90,Subadult,5.684793803,Cooper,CooperRaw,25.26679585
2007,B90,Subadult,4.346304345,Cooper,CooperRaw,26.20283113
2008,B90,Subadult,3.927170979,Cooper,CooperRaw,26.50309058
2009,B90,Subadult,0.876984127,Cooper,CooperRaw,25.61561437
2010,B90,Subadult,1.364754708,Cooper,CooperRaw,24.99128544
2011,B90,Subadult,4.854737792,Cooper,CooperRaw,26.63120313
2012,B90,Subadult,1.839323613,Cooper,CooperRaw,26.40130344
2013,B90,Subadult,0.8125,Cooper,CooperRaw,24.41760284
2014,B90,Subadult,0.614583333,Cooper,CooperRaw,24.97953207
2015,B90,Subadult,0.650892857,Cooper,CooperRaw,23.6879545
2016,B90,Subadult,2.227272727,Cooper,CooperRaw,23.98347561
2017,B90,Subadult,2.645833333,Cooper,CooperRaw,24.69091052
1986,B90,Adult,3.696948961,Cooper,CooperRaw,25.242064
1987,B90,Adult,7.448543662,Cooper,CooperRaw,25.31173989
1988,B90,Adult,3.995690319,Cooper,CooperRaw,27.23567079
1989,B90,Adult,2.887446624,Cooper,CooperRaw,26.30778427
1990,B90,Adult,1.989685504,Cooper,CooperRaw,25.44062949
1991,B90,Adult,1.656443111,Cooper,CooperRaw,24.03545964
1992,B90,Adult,8.692348043,Cooper,CooperRaw,23.29289561
1993,B90,Adult,1.739100039,Cooper,CooperRaw,26.34154806
1994,B90,Adult,3.242070921,Cooper,CooperRaw,25.1297908
1995,B90,Adult,1.410730829,Cooper,CooperRaw,22.98362988
1996,B90,Adult,6.337436666,Cooper,CooperRaw,24.21974507
1997,B90,Adult,1.606427524,Cooper,CooperRaw,23.25819837
1998,B90,Adult,0.871695777,Cooper,CooperRaw,22.65146908
1999,B90,Adult,1.508673914,Cooper,CooperRaw,23.84168702
2000,B90,Adult,4.313552805,Cooper,CooperRaw,24.58383512
2001,B90,Adult,13.17016945,Cooper,CooperRaw,25.87672044
2002,B90,Adult,0.691417647,Cooper,CooperRaw,25.09767934
2003,B90,Adult,3.993055556,Cooper,CooperRaw,23.20125201
2004,B90,Adult,4.245655651,Cooper,CooperRaw,24.79757078
2005,B90,Adult,1.435198408,Cooper,CooperRaw,24.46767947
2006,B90,Adult,1.962102686,Cooper,CooperRaw,25.26679585
2007,B90,Adult,1.442479688,Cooper,CooperRaw,26.20283113
2008,B90,Adult,2.615170615,Cooper,CooperRaw,26.50309058
2009,B90,Adult,0.698412698,Cooper,CooperRaw,25.61561437
2010,B90,Adult,1.869660877,Cooper,CooperRaw,24.99128544
2011,B90,Adult,4.161495974,Cooper,CooperRaw,26.63120313
2012,B90,Adult,0.81875,Cooper,CooperRaw,26.40130344
2013,B90,Adult,0.263888889,Cooper,CooperRaw,24.41760284
2014,B90,Adult,0.708333333,Cooper,CooperRaw,24.97953207
2015,B90,Adult,1.49047619,Cooper,CooperRaw,23.6879545
2016,B90,Adult,5.965909091,Cooper,CooperRaw,23.98347561
2017,B90,Adult,3.634469698,Cooper,CooperRaw,24.69091052
1986,B90,ImmatureFemale,4.532629244,Cooper,CooperRaw,25.242064
1987,B90,ImmatureFemale,3.930512205,Cooper,CooperRaw,25.31173989
1988,B90,ImmatureFemale,4.875822122,Cooper,CooperRaw,27.23567079
1989,B90,ImmatureFemale,5.390346296,Cooper,CooperRaw,26.30778427
1990,B90,ImmatureFemale,3.230790161,Cooper,CooperRaw,25.44062949
1991,B90,ImmatureFemale,3.415655995,Cooper,CooperRaw,24.03545964
1992,B90,ImmatureFemale,6.739848337,Cooper,CooperRaw,23.29289561
1993,B90,ImmatureFemale,4.049144706,Cooper,CooperRaw,26.34154806
1994,B90,ImmatureFemale,6.908767503,Cooper,CooperRaw,25.1297908
1995,B90,ImmatureFemale,2.288990198,Cooper,CooperRaw,22.98362988
1996,B90,ImmatureFemale,7.001557999,Cooper,CooperRaw,24.21974507
1997,B90,ImmatureFemale,4.821132159,Cooper,CooperRaw,23.25819837
1998,B90,ImmatureFemale,1.099375257,Cooper,CooperRaw,22.65146908
1999,B90,ImmatureFemale,2.68714695,Cooper,CooperRaw,23.84168702
2000,B90,ImmatureFemale,2.521130461,Cooper,CooperRaw,24.58383512
2001,B90,ImmatureFemale,8.715683313,Cooper,CooperRaw,25.87672044
2002,B90,ImmatureFemale,1.060842974,Cooper,CooperRaw,25.09767934
2003,B90,ImmatureFemale,1.541666667,Cooper,CooperRaw,23.20125201
2004,B90,ImmatureFemale,2.80916807,Cooper,CooperRaw,24.79757078
2005,B90,ImmatureFemale,7.169404762,Cooper,CooperRaw,24.46767947
2006,B90,ImmatureFemale,7.546071795,Cooper,CooperRaw,25.26679585
2007,B90,ImmatureFemale,4.150455367,Cooper,CooperRaw,26.20283113
2008,B90,ImmatureFemale,4.504485125,Cooper,CooperRaw,26.50309058
2009,B90,ImmatureFemale,0.694444444,Cooper,CooperRaw,25.61561437
2010,B90,ImmatureFemale,0.937301587,Cooper,CooperRaw,24.99128544
2011,B90,ImmatureFemale,2.717412217,Cooper,CooperRaw,26.63120313
2012,B90,ImmatureFemale,1.583279655,Cooper,CooperRaw,26.40130344
2013,B90,ImmatureFemale,1.236111111,Cooper,CooperRaw,24.41760284
2014,B90,ImmatureFemale,0.268849206,Cooper,CooperRaw,24.97953207
2015,B90,ImmatureFemale,0.966071429,Cooper,CooperRaw,23.6879545
2016,B90,ImmatureFemale,1.75,Cooper,CooperRaw,23.98347561
2017,B90,ImmatureFemale,1.722222222,Cooper,CooperRaw,24.69091052
1986,B90,MatureFemale,2.827114268,Cooper,CooperRaw,25.242064
1987,B90,MatureFemale,6.224596264,Cooper,CooperRaw,25.31173989
1988,B90,MatureFemale,3.540600869,Cooper,CooperRaw,27.23567079
1989,B90,MatureFemale,2.677861817,Cooper,CooperRaw,26.30778427
1990,B90,MatureFemale,1.073221904,Cooper,CooperRaw,25.44062949
1991,B90,MatureFemale,1.190601734,Cooper,CooperRaw,24.03545964
1992,B90,MatureFemale,8.198996989,Cooper,CooperRaw,23.29289561
1993,B90,MatureFemale,1.44632581,Cooper,CooperRaw,26.34154806
1994,B90,MatureFemale,2.437795397,Cooper,CooperRaw,25.1297908
1995,B90,MatureFemale,1.003451475,Cooper,CooperRaw,22.98362988
1996,B90,MatureFemale,6.490793766,Cooper,CooperRaw,24.21974507
1997,B90,MatureFemale,1.304990127,Cooper,CooperRaw,23.25819837
1998,B90,MatureFemale,0.521165192,Cooper,CooperRaw,22.65146908
1999,B90,MatureFemale,1.095888657,Cooper,CooperRaw,23.84168702
2000,B90,MatureFemale,3.638085242,Cooper,CooperRaw,24.58383512
2001,B90,MatureFemale,9.84150498,Cooper,CooperRaw,25.87672044
2002,B90,MatureFemale,0.430741667,Cooper,CooperRaw,25.09767934
2003,B90,MatureFemale,3.694444444,Cooper,CooperRaw,23.20125201
2004,B90,MatureFemale,2.679713805,Cooper,CooperRaw,24.79757078
2005,B90,MatureFemale,0.88,Cooper,CooperRaw,24.46767947
2006,B90,MatureFemale,1.156239664,Cooper,CooperRaw,25.26679585
2007,B90,MatureFemale,0.872124989,Cooper,CooperRaw,26.20283113
2008,B90,MatureFemale,1.681291844,Cooper,CooperRaw,26.50309058
2009,B90,MatureFemale,0.396825397,Cooper,CooperRaw,25.61561437
2010,B90,MatureFemale,1.455916306,Cooper,CooperRaw,24.99128544
2011,B90,MatureFemale,3.882154882,Cooper,CooperRaw,26.63120313
2012,B90,MatureFemale,0.633928571,Cooper,CooperRaw,26.40130344
2013,B90,MatureFemale,0.277777778,Cooper,CooperRaw,24.41760284
2014,B90,MatureFemale,0.470238095,Cooper,CooperRaw,24.97953207
2015,B90,MatureFemale,1.010714286,Cooper,CooperRaw,23.6879545
2016,B90,MatureFemale,3.988636364,Cooper,CooperRaw,23.98347561
2017,B90,MatureFemale,2.867108587,Cooper,CooperRaw,24.69091052
1986,B90,Total,13.54397282,Cooper,CooperRaw,25.242064
1987,B90,Total,15.89781146,Cooper,CooperRaw,25.31173989
1988,B90,Total,12.50364337,Cooper,CooperRaw,27.23567079
1989,B90,Total,11.88511532,Cooper,CooperRaw,26.30778427
1990,B90,Total,7.79091461,Cooper,CooperRaw,25.44062949
1991,B90,Total,7.870023728,Cooper,CooperRaw,24.03545964
1992,B90,Total,20.09015208,Cooper,CooperRaw,23.29289561
1993,B90,Total,8.715027624,Cooper,CooperRaw,26.34154806
1994,B90,Total,15.40750389,Cooper,CooperRaw,25.1297908
1995,B90,Total,5.670893849,Cooper,CooperRaw,22.98362988
1996,B90,Total,20.2825631,Cooper,CooperRaw,24.21974507
1997,B90,Total,9.911642163,Cooper,CooperRaw,23.25819837
1998,B90,Total,2.895548214,Cooper,CooperRaw,22.65146908
1999,B90,Total,6.074371726,Cooper,CooperRaw,23.84168702
2000,B90,Total,9.658995833,Cooper,CooperRaw,24.58383512
2001,B90,Total,26.95724314,Cooper,CooperRaw,25.87672044
2002,B90,Total,2.296105556,Cooper,CooperRaw,25.09767934
2003,B90,Total,6.138888889,Cooper,CooperRaw,23.20125201
2004,B90,Total,19.75694444,Cooper,CooperRaw,24.79757078
2005,B90,Total,13.94583333,Cooper,CooperRaw,24.46767947
2006,B90,Total,15.09848485,Cooper,CooperRaw,25.26679585
2007,B90,Total,9.592013889,Cooper,CooperRaw,26.20283113
2008,B90,Total,10.03125,Cooper,CooperRaw,26.50309058
2009,B90,Total,1.861111111,Cooper,CooperRaw,25.61561437
