ProjID,Coll,StartTime,StationCode,Salinity,Temp,CPUE,JuvCPUE,SubadultCPUE,AdultCPUE,ImmatureFemaleCPUE,MatureFemaleCPUE,ImmatureMaleCPUE,MatureMaleCPUE,SublegalCPUE,LegalCPUE
B90,19800187,1980-08-04 0:01:00,CH09,22,30.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800188,1980-08-04 0:01:00,CH10,16,31.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800210,1980-08-15 0:01:00,CH10,17,30.3,7.7794,0,2.852446667,4.926953333,1.296566667,0,0.518626667,5.964206667,2.852446667,4.926953333
B90,19800211,1980-08-15 0:01:00,CH09,28,29.4,5.7034,0,1.814718182,3.888681818,1.296227273,0.777736364,0,3.629436364,1.814718182,3.888681818
B90,19800212,1980-08-15 0:01:00,CH07,32,29.3,0.2539,0,0,0.2539,0,0.2539,0,0,0,0.2539
B90,19800243,1980-09-02 0:01:00,CH07,30,28.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800244,1980-09-02 0:01:00,CH10,25,29.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800245,1980-09-02 0:01:00,CH09,31,28.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800246,1980-09-12 0:01:00,CH09,32,28.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800247,1980-09-12 0:01:00,CH07,32,28.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800248,1980-09-12 0:01:00,CH09,24,28.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800249,1980-09-12 0:01:00,CH10,24,28.7,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800251,1980-09-19 0:01:00,CH09,26,29.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800252,1980-09-19 0:01:00,CH10,24,29.7,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800253,1980-09-19 0:01:00,CH07,29,29.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800255,1980-09-25 0:01:00,CH07,33,28.9,0.2539,0,0,0.2539,0,0.2539,0,0,0,0.2539
B90,19800256,1980-09-25 0:01:00,CH09,30,29,3.1084,0,0.7771,2.3313,0.7771,0.7771,0,1.5542,0.7771,2.3313
B90,19800257,1980-09-25 0:01:00,CH10,28,0,6.4819,0,2.333484,4.148416,2.074208,2.074208,0.259276,2.074208,2.333484,4.148416
B90,19800261,1980-10-28 0:01:00,CH09,25,19.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800262,1980-10-28 0:01:00,CH10,19,19.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800263,1980-09-30 0:01:00,CH10,22,25,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800264,1980-09-30 0:01:00,CH09,28,25.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800265,1980-09-30 0:01:00,CH07,31,25.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800268,1980-11-07 0:01:00,CH10,22,18.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800269,1980-11-07 0:01:00,CH09,22,18.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800270,1980-11-07 0:01:00,CH07,26,18.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800272,1980-11-17 0:01:00,CH07,24,16.2,1.5514,0,1.034266667,0.517133333,0.517133333,0,0.517133333,0.517133333,1.034266667,0.517133333
B90,19800274,1980-11-17 0:01:00,CH09,22,16.4,1.2919,0,1.03352,0.25838,1.03352,0.25838,0,0,1.03352,0.25838
B90,19800275,1980-11-17 0:01:00,CH10,20,16,11.6719,4.150008889,5.187511111,2.33438,7.521891111,0.518751111,1.815628889,1.815628889,9.33752,2.33438
B90,19800291,1980-11-26 0:01:00,CH09,22,13.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800292,1980-11-26 0:01:00,CH07,30,13.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800295,1980-11-26 0:01:00,CH10,16,13.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800296,1980-12-02 0:01:00,CH07,25,13.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800298,1980-12-02 0:01:00,CH09,22,13.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800299,1980-12-02 0:01:00,CH10,22,13.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800303,1980-12-10 0:01:00,CH07,25,14.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800304,1980-12-10 0:01:00,CH09,24,14,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800305,1980-12-10 0:01:00,CH10,20,13.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800306,1980-12-17 0:01:00,CH07,21,13.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800308,1980-12-17 0:01:00,CH09,18,13.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800309,1980-12-17 0:01:00,CH10,16,12.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800311,1980-12-30 0:01:00,CH07,25,7.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19800312,1980-12-30 0:01:00,CH09,25,7.8,-0.0056,0,0,0,0,0,0,0,0,0
T38,19801003,1980-05-08 0:00:00,CH52,14,22.79999924,5,0,3,2,1,1,2,1,3,2
T38,19801015,1980-05-22 0:00:00,CH54,11,25.60000038,10,7,3,0,4,0,5,1,10,0
T38,19801016,1980-05-22 0:00:00,CH55,10,26,16,5,9,2,6,1,7,1,14,2
T38,19801023,1980-05-27 0:00:00,CH54,NA,24.70000076,5,0,5,0,2,0,3,0,5,0
T38,19801024,1980-05-27 0:00:00,CH55,10,24.89999962,5,0,3,2,2,1,1,1,3,2
T38,19801028,1980-05-28 0:00:00,CH51,16,25.79999924,4,2,2,0,0,0,4,0,4,0
T38,19801032,1980-05-28 0:00:00,CH52,15,26.79999924,10,5,5,0,4,0,5,0,10,0
T38,19801035,1980-06-11 0:00:00,CH55,14,27.5,0,0,0,0,0,0,0,0,0,0
T38,19801036,1980-06-11 0:00:00,CH54,15,28,0,0,0,0,0,0,0,0,0,0
T38,19801040,1980-06-12 0:00:00,CH51,16,28.79999924,8,0,7,1,4,0,2,2,7,1
T38,19801044,1980-06-17 0:00:00,CH54,14,27,0,0,0,0,0,0,0,0,0,0
T38,19801048,1980-06-20 0:00:00,CH52,15,25.39999962,6,0,3,3,1,1,1,3,3,3
T38,19801049,1980-06-20 0:00:00,CH51,16,25.89999962,5,2,2,1,2,0,2,1,4,1
T38,19801052,1980-07-02 0:00:00,CH55,14,28.20000076,5,1,3,1,3,0,1,1,4,1
T38,19801054,1980-07-02 0:00:00,CH54,12,28,0,0,0,0,0,0,0,0,0,0
T38,19801056,1980-07-16 0:00:00,CH51,15,29.39999962,4,1,3,0,3,0,0,1,4,0
T38,19801060,1980-07-30 0:00:00,CH51,12,28.20000076,2,0,0,2,0,0,0,2,0,2
T38,19801061,1980-07-30 0:00:00,CH52,14,28.70000076,1,0,0,1,0,0,0,1,0,1
T38,19801063,1980-07-31 0:00:00,CH54,12,28.5,0,0,0,0,0,0,0,0,0,0
T38,19801065,1980-07-31 0:00:00,CH55,12,28.70000076,1,0,1,0,1,0,0,0,1,0
T38,19801070,1980-08-19 0:00:00,CH51,18,27.89999962,9,4,3,2,4,0,3,2,7,2
T38,19801075,1980-09-05 0:00:00,CH51,22,28.89999962,0,0,0,0,0,0,0,0,0,0
T38,19801078,1980-09-24 0:00:00,CH54,19,28.5,5,0,4,1,2,1,1,1,4,1
T38,19801080,1980-09-24 0:00:00,CH55,20,29.39999962,3,0,1,2,1,1,0,1,1,2
B90,19810001,1981-01-08 0:01:00,CH09,28,8.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810002,1981-01-08 0:01:00,CH10,17,7.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810003,1981-01-08 0:01:00,CH07,28,8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810005,1981-01-14 0:01:00,CH07,NA,5.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810007,1981-01-14 0:01:00,CH09,18,5.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810008,1981-01-14 0:01:00,CH10,NA,5.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810012,1981-01-22 0:01:00,CH09,20,6.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810013,1981-01-22 0:01:00,CH07,27,7.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810020,1981-01-29 0:01:00,CH07,NA,8.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810022,1981-01-29 0:01:00,CH09,26,8.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810025,1981-02-05 0:01:00,CH07,26,7.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810027,1981-02-05 0:01:00,CH09,27,7.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810030,1981-02-09 0:01:00,CH07,32,8.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810032,1981-02-09 0:01:00,CH09,26,7.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810044,1981-03-11 0:01:00,CH07,32,13.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810045,1981-03-11 0:01:00,CH09,30,13.8,2.3299,0.517755556,0.776633333,1.035511111,0.776633333,0.258877778,0.517755556,0.776633333,1.294388889,1.035511111
B90,19810046,1981-03-11 0:01:00,CH10,25,14,9.5959,7.521110811,1.815440541,0.259348649,5.446321622,0.259348649,3.89022973,0,9.336551351,0.259348649
B90,19810047,1981-04-16 0:01:00,CH10,20,20.6,40.2169,15.46803846,19.59284872,5.156012821,24.74886154,0.515601282,12.37443077,2.57800641,35.06088718,5.156012821
B90,19810048,1981-04-16 0:01:00,CH09,22,19.8,2.5894,0,0.77682,1.81258,1.2947,1.2947,0,0,0.77682,1.81258
B90,19810049,1981-04-16 0:01:00,CH07,25,19.2,1.2919,0,1.03352,0.25838,0.77514,0,0,0.51676,1.03352,0.25838
B90,19810061,1981-05-21 0:01:00,CH09,22,22.9,1.2919,0,0.51676,0.77514,0.25838,0.77514,0,0.25838,0.51676,0.77514
B90,19810062,1981-05-21 0:01:00,CH10,20,21.9,5.4439,0,1.814633333,3.629266667,1.5554,2.3331,0.259233333,1.296166667,1.814633333,3.629266667
B90,19810064,1981-05-21 0:01:00,CH07,26,23.3,1.5514,0.517133333,0,1.034266667,0.517133333,0.517133333,0,0.517133333,0.517133333,1.034266667
B90,19810067,1981-05-28 0:01:00,CH10,NA,25.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810068,1981-05-28 0:01:00,CH09,NA,24.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810069,1981-05-28 0:01:00,CH07,22,24.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810071,1981-06-10 0:01:00,CH09,22,28.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810074,1981-06-10 0:01:00,CH07,26,27,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810075,1981-06-10 0:01:00,CH10,16,29.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810078,1981-06-18 0:01:00,CH10,17,31.1,121.9594,0,74.3654878,47.5939122,38.67005366,44.61929268,8.923858537,29.74619512,74.3654878,47.5939122
B90,19810079,1981-06-18 0:01:00,CH09,17,29.6,30.3559,0,15.17795,15.17795,3.502603846,15.17795,3.502603846,8.172742308,15.17795,15.17795
B90,19810080,1981-06-18 0:01:00,CH07,20,28.5,16.0834,0,1.378577143,14.70482286,0,14.70482286,0.459525714,0.919051429,1.378577143,14.70482286
B90,19810097,1981-07-01 0:01:00,CH09,25,26.7,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810099,1981-07-01 0:01:00,CH07,30,25.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810100,1981-07-01 0:01:00,CH10,17,27.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810101,1981-07-07 0:01:00,CH10,16,27.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810102,1981-07-07 0:01:00,CH09,23,27.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810103,1981-07-07 0:01:00,CH07,25,28,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810105,1981-07-15 0:01:00,CH07,25,29.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810107,1981-07-15 0:01:00,CH09,20,30,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810108,1981-07-15 0:01:00,CH10,15,31,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810113,1981-07-23 0:01:00,CH10,16,30.7,8.2984,3.1119,2.0746,3.1119,3.1119,1.0373,2.0746,2.0746,5.1865,3.1119
B90,19810114,1981-07-23 0:01:00,CH09,23,29.9,11.9314,0,4.150052174,7.781347826,0.259378261,3.11253913,2.075026087,6.484456522,4.150052174,7.781347826
B90,19810115,1981-07-23 0:01:00,CH07,28,29.9,220.5694,2.594934118,59.68348471,158.2909812,5.189868235,181.6453882,2.594934118,31.13920941,62.27841882,158.2909812
B90,19810118,1981-07-29 0:01:00,CH07,22,30.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810119,1981-07-29 0:01:00,CH09,20,30.7,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810120,1981-07-29 0:01:00,CH10,16,31,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810121,1981-08-05 0:01:00,CH10,14,30.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810122,1981-08-05 0:01:00,CH09,22,30.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810123,1981-08-05 0:01:00,CH07,30,29.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810128,1981-08-11 0:01:00,CH09,20,29.7,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810130,1981-08-11 0:01:00,CH07,22,29.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810131,1981-08-11 0:01:00,CH07,26,27.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810133,1981-08-18 0:01:00,CH10,16,28.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810134,1981-08-18 0:01:00,CH09,28,27.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810136,1981-08-21 0:01:00,CH07,22,25.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810137,1981-08-21 0:01:00,CH09,26,26,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810156,1981-09-14 0:01:00,CH09,24,27.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810157,1981-09-14 0:01:00,CH07,25,27.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810158,1981-09-24 0:01:00,CH09,23,25,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810159,1981-09-24 0:01:00,CH07,24,25,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810163,1981-09-30 0:01:00,CH10,22,25.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810164,1981-09-30 0:01:00,CH09,30,25.6,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810165,1981-09-30 0:01:00,CH07,31,25.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810166,1981-09-15 0:01:00,CH07,32,18.7,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810168,1981-10-15 0:01:00,CH09,31,18.8,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810169,1981-10-15 0:01:00,CH10,27,20.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810171,1981-10-06 0:01:00,CH09,26,24.1,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810172,1981-10-06 0:01:00,CH10,21,24.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810173,1981-10-06 0:01:00,CH07,27,25.2,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810174,1981-10-22 0:01:00,CH09,25,19.4,1.8109,0,0.7761,1.0348,0.2587,0.7761,0.5174,0.2587,0.7761,1.0348
B90,19810175,1981-10-22 0:01:00,CH10,25,20.1,2.3299,1.035511111,0.776633333,0.517755556,1.035511111,0.258877778,0.258877778,0.776633333,1.812144444,0.517755556
B90,19810176,1981-10-22 0:01:00,CH07,26,19.7,1.5514,0.258566667,0.258566667,1.034266667,0.517133333,1.034266667,0,0,0.517133333,1.034266667
B90,19810179,1981-11-05 0:01:00,CH10,12,19.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810180,1981-11-05 0:01:00,CH07,25,19.4,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810181,1981-11-05 0:01:00,CH09,26,19.3,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810198,1981-11-19 0:01:00,CH07,27,15.5,2.0704,0,0.2588,1.8116,0.2588,1.5528,0,0.2588,0.2588,1.8116
B90,19810200,1981-11-19 0:01:00,CH10,26,15.6,0.7729,0,0.257633333,0.515266667,0.257633333,0,0,0.515266667,0.257633333,0.515266667
B90,19810201,1981-11-19 0:01:00,CH09,26,15.3,4.6654,1.036755556,1.295944444,2.3327,1.295944444,0.777566667,0.518377778,2.073511111,2.3327,2.3327
B90,19810202,1981-12-03 0:01:00,CH10,23,14.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810203,1981-12-03 0:01:00,CH09,25,16,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810205,1981-12-15 0:01:00,CH10,20,10.7,19.9759,14.2685,4.410263636,1.297136364,11.93365455,0,5.7074,2.334845455,18.67876364,1.297136364
B90,19810207,1981-12-15 0:01:00,CH09,30,11.6,9.5959,9.077202703,0.518697297,0,5.70567027,0,3.89022973,0,9.5959,0
B90,19810209,1981-12-29 0:01:00,CH07,30,9.9,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810211,1981-12-29 0:01:00,CH09,24,10.5,-0.0056,0,0,0,0,0,0,0,0,0
B90,19810212,1981-12-29 0:01:00,CH10,27,10.5,-0.0056,0,0,0,0,0,0,0,0,0
T38,19811026,1981-05-04 15:33:00,CH55,22,24.29999924,3,1,2,0,1,0,2,0,3,0
T38,19811030,1981-05-04 0:00:00,CH54,23,23.20000076,0,0,0,0,0,0,0,0,0,0
T38,19811032,1981-05-05 0:00:00,CH51,25,24.20000076,8,1,4,3,2,0,1,5,5,3
T38,19811034,1981-05-05 0:00:00,CH53,22,26,0,0,0,0,0,0,0,0,0,0
T38,19811043,1981-05-13 0:00:00,CH55,21,23.70000076,2,0,2,0,1,0,0,1,2,0
T38,19811048,1981-05-14 0:00:00,CH51,26,24,2,0,2,0,0,0,0,2,2,0
T38,19811050,1981-05-14 0:00:00,CH52,22,24.70000076,1,0,0,1,0,0,0,1,0,1
T38,19811057,1981-05-17 0:00:00,CH55,24,24,2,0,1,1,0,0,0,2,1,1
T38,19811059,1981-05-17 0:00:00,CH54,NA,23.39999962,2,0,2,0,1,0,1,0,2,0
T38,19811063,1981-05-20 0:00:00,CH51,24,27.5,0,0,0,0,0,0,0,0,0,0
T38,19811064,1981-05-20 0:00:00,CH52,24,26.79999924,2,0,2,0,1,0,0,1,2,0
