ProjID,Coll,StationCode,StartTime,Lifestage,CPUE
T06,20067827,CH19,2006-07-14 00:01:00,Total,6
T06,20067828,CH17,2006-07-14 00:01:00,Total,12
T06,20067829,CH37,2006-07-14 00:01:00,Total,2
T06,20067830,CH01,2006-07-14 00:01:00,Total,4
T06,20067831,CH03,2006-07-14 00:01:00,Total,16
T06,20067832,CH15,2006-07-14 00:01:00,Total,4
T06,20067861,LW28,2006-07-24 00:01:00,Total,0
T06,20067862,LW29,2006-07-24 00:01:00,Total,0
T06,20067863,LW06,2006-07-24 00:01:00,Total,5
T06,20067864,LW08,2006-07-24 00:01:00,Total,0
T06,20067865,LW10,2006-07-24 00:01:00,Total,3
T06,20067866,LW62,2006-07-24 00:01:00,Total,1
T06,20067867,LW23,2006-07-24 00:01:00,Total,0
T06,20067868,LW25,2006-07-24 00:01:00,Total,3
T06,20067869,LW47,2006-07-24 00:01:00,Total,2
T06,20067870,LW20,2006-07-24 00:01:00,Total,2
T06,20067917,CH30,2006-08-08 00:01:00,Total,1
T06,20067918,CH36,2006-08-08 00:01:00,Total,0
T06,20067919,CH29,2006-08-08 00:01:00,Total,0
T06,20067920,CH19,2006-08-08 00:01:00,Total,3
T06,20067921,CH16,2006-08-08 00:01:00,Total,41
T06,20067922,CH01,2006-08-08 00:01:00,Total,2
T06,20067923,CH03,2006-08-08 00:01:00,Total,3
T06,20067924,CH05,2006-08-08 00:01:00,Total,0
T06,20067925,CH11,2006-08-08 00:01:00,Total,8
T06,20067926,CH14,2006-08-08 00:01:00,Total,34
T06,20067927,AR22,2006-08-09 00:01:00,Total,0
T06,20067928,AR20,2006-08-09 00:01:00,Total,0
T06,20067929,AR19,2006-08-09 00:01:00,Total,0
T06,20067930,AR17,2006-08-09 00:01:00,Total,0
T06,20067931,AR31,2006-08-09 00:01:00,Total,2
T06,20067932,AR03,2006-08-09 00:01:00,Total,1
T06,20067933,AR09,2006-08-09 00:01:00,Total,1
T06,20067934,AR28,2006-08-09 00:01:00,Total,1
T06,20067935,AR23,2006-08-09 00:01:00,Total,0
T06,20067936,AR14,2006-08-09 00:01:00,Total,0
T06,20067937,AR12,2006-08-09 00:01:00,Total,0
T06,20067938,AR04,2006-08-09 00:01:00,Total,0
T06,20067989,CH233,2006-08-22 00:01:00,Total,0
T06,20067990,LW29,2006-08-22 00:01:00,Total,0
T06,20067991,LW23,2006-08-22 00:01:00,Total,1
T06,20067992,LW06,2006-08-22 00:01:00,Total,0
T06,20067993,LW09,2006-08-22 00:01:00,Total,1
T06,20067994,LW22,2006-08-22 00:01:00,Total,0
T06,20067995,LW62,2006-08-22 00:01:00,Total,0
T06,20067996,CH8,2006-08-22 00:01:00,Total,0
T06,20067997,LW25,2006-08-22 00:01:00,Total,1
T06,20067998,LW47,2006-08-22 00:01:00,Total,1
T06,20067999,LW18,2006-08-22 00:01:00,Total,0
T06,20068000,LW19,2006-08-22 00:01:00,Total,0
T06,20068059,AR09,2006-09-07 00:01:00,Total,1
T06,20068060,AR20,2006-09-07 00:01:00,Total,0
T06,20068061,CH105,2006-09-07 00:01:00,Total,6
T06,20068062,AR19,2006-09-07 00:01:00,Total,2
T06,20068063,AR18,2006-09-07 00:01:00,Total,1
T06,20068064,AR27,2006-09-07 00:01:00,Total,18
T06,20068065,AR03,2006-09-07 00:01:00,Total,1
T06,20068067,AR23,2006-09-07 00:01:00,Total,1
T06,20068068,AR28,2006-09-07 00:01:00,Total,0
T06,20068069,AR14,2006-09-07 00:01:00,Total,2
T06,20068070,AR30,2006-09-07 00:01:00,Total,5
T06,20068071,AR32,2006-09-07 00:01:00,Total,1
T06,20068072,AR05,2006-09-07 00:01:00,Total,4
T06,20068073,CH505,2006-09-07 00:01:00,Total,4
T06,20068126,LW62,2006-09-20 00:01:00,Total,0
T06,20068127,LW30,2006-09-20 00:01:00,Total,1
T06,20068128,LW10,2006-09-20 00:01:00,Total,3
T06,20068129,LW06,2006-09-20 00:01:00,Total,8
T06,20068130,LW08,2006-09-20 00:01:00,Total,5
T06,20068131,LW20,2006-09-20 00:01:00,Total,2
T06,20068132,LW79,2006-09-20 00:01:00,Total,1
T06,20068133,LW15,2006-09-20 00:01:00,Total,2
T06,20068134,LW25,2006-09-20 00:01:00,Total,0
T06,20068135,LW48,2006-09-20 00:01:00,Total,2
T06,20068172,CH30,2006-09-26 00:01:00,Total,0
T06,20068173,CH31,2006-09-26 00:01:00,Total,5
T06,20068174,CH29,2006-09-26 00:01:00,Total,2
T06,20068175,CH11,2006-09-26 00:01:00,Total,5
T06,20068176,CH19,2006-09-26 00:01:00,Total,5
T06,20068177,CH21,2006-09-26 00:01:00,Total,1
T06,20068179,CH01,2006-09-26 00:01:00,Total,8
T06,20068180,CH1,2006-09-26 00:01:00,Total,9
T06,20068181,CH05,2006-09-26 00:01:00,Total,3
T06,20068182,CH17,2006-09-26 00:01:00,Total,13
T06,20068201,AR01,2006-10-05 00:01:00,Total,3
T06,20068202,AR10,2006-10-05 00:01:00,Total,2
T06,20068203,AR23,2006-10-05 00:01:00,Total,3
T06,20068204,AR20,2006-10-05 00:01:00,Total,1
T06,20068205,AR17,2006-10-05 00:01:00,Total,1
T06,20068206,AR14,2006-10-05 00:01:00,Total,2
T06,20068207,AR28,2006-10-06 00:01:00,Total,0
T06,20068208,AR12,2006-10-06 00:01:00,Total,6
T06,20068209,AR29,2006-10-06 00:01:00,Total,18
T06,20068210,AR11,2006-10-06 00:01:00,Total,4
T06,20068211,AR04,2006-10-06 00:01:00,Total,2
T06,20068212,AR05,2006-10-06 00:01:00,Total,16
T06,20068224,CH31,2006-10-10 00:01:00,Total,0
T06,20068225,CH33,2006-10-10 00:01:00,Total,0
T06,20068226,CH29,2006-10-10 00:01:00,Total,0
T06,20068227,CH19,2006-10-10 00:01:00,Total,3
T06,20068228,CH12,2006-10-10 00:01:00,Total,7
T06,20068229,CH18,2006-10-10 00:01:00,Total,4
T06,20068230,CH37,2006-10-10 00:01:00,Total,0
T06,20068231,CH35,2006-10-10 00:01:00,Total,1
T06,20068232,CH02,2006-10-10 00:01:00,Total,118
T06,20068276,LW31,2006-10-20 00:01:00,Total,1
T06,20068277,LW28,2006-10-20 00:01:00,Total,1
T06,20068278,LW15,2006-10-20 00:01:00,Total,3
T06,20068279,LW07,2006-10-20 00:01:00,Total,4
T06,20068280,LW09,2006-10-20 00:01:00,Total,0
T06,20068281,LW20,2006-10-20 00:01:00,Total,1
T06,20068282,CH81,2006-10-20 00:01:00,Total,1
T06,20068283,LW25,2006-10-20 00:01:00,Total,0
T06,20068284,LW16,2006-10-20 00:01:00,Total,2
T06,20068285,LW47,2006-10-20 00:01:00,Total,14
T06,20068286,LW22,2006-10-20 00:01:00,Total,6
T06,20068347,AR10,2006-11-06 00:01:00,Total,0
T06,20068350,AR29,2006-11-06 00:01:00,Total,0
T06,20068351,AR27,2006-11-06 00:01:00,Total,0
T06,20068352,AR03,2006-11-06 00:01:00,Total,0
T06,20068353,AR01,2006-11-06 00:01:00,Total,0
T06,20068355,AR28,2006-11-06 00:01:00,Total,0
T06,20068361,CH31,2006-11-07 00:01:00,Total,1
T06,20068362,CH05,2006-11-07 00:01:00,Total,1
T06,20068363,CH37,2006-11-07 00:01:00,Total,0
T06,20068364,CH36,2006-11-07 00:01:00,Total,0
T06,20068365,CH03,2006-11-07 00:01:00,Total,0
T06,20068390,CH12,2006-11-16 00:01:00,Total,0
T06,20068391,CH19,2006-11-16 00:01:00,Total,2
T06,20068392,CH18,2006-11-16 00:01:00,Total,0
T06,20068393,CH17,2006-11-16 00:01:00,Total,3
T06,20068404,LW31,2006-11-20 00:01:00,Total,0
T06,20068405,CH13,2006-11-20 00:01:00,Total,0
T06,20068406,LW07,2006-11-20 00:01:00,Total,1
T06,20068407,LW08,2006-11-20 00:01:00,Total,0
T06,20068408,LW17,2006-11-20 00:01:00,Total,0
T06,20068409,LW22,2006-11-20 00:01:00,Total,0
T06,20068410,LW28,2006-11-20 00:01:00,Total,0
T06,20068411,LW23,2006-11-20 00:01:00,Total,0
T06,20068412,LW15,2006-11-20 00:01:00,Total,0
T06,20068413,CH60,2006-11-20 00:01:00,Total,0
T06,20068414,LW47,2006-11-20 00:01:00,Total,0
T06,20068415,LW19,2006-11-20 00:01:00,Total,0
T06,20068436,CH30,2006-12-04 00:01:00,Total,0
T06,20068437,CH31,2006-12-04 00:01:00,Total,0
T06,20068438,CH33,2006-12-04 00:01:00,Total,0
T06,20068439,CH29,2006-12-04 00:01:00,Total,0
T06,20068440,CH05,2006-12-04 00:01:00,Total,0
T06,20068441,CH18,2006-12-04 00:01:00,Total,0
T06,20068442,CH37,2006-12-04 00:01:00,Total,0
T06,20068443,CH36,2006-12-04 00:01:00,Total,0
T06,20068444,CH01,2006-12-04 00:01:00,Total,0
T06,20068445,CH1,2006-12-04 00:01:00,Total,0
T06,20068446,CH17,2006-12-04 00:01:00,Total,0
T06,20068447,AR24,2006-12-05 00:01:00,Total,0
T06,20068448,AR14,2006-12-05 00:01:00,Total,0
T06,20068449,AR29,2006-12-05 00:01:00,Total,0
T06,20068450,AR27,2006-12-05 00:01:00,Total,0
T06,20068451,AR32,2006-12-05 00:01:00,Total,0
T06,20068452,AR05,2006-12-05 00:01:00,Total,0
T06,20068453,AR10,2006-12-05 00:01:00,Total,0
T06,20068454,AR20,2006-12-05 00:01:00,Total,0
T06,20068455,AR17,2006-12-05 00:01:00,Total,0
T06,20068456,AR11,2006-12-05 00:01:00,Total,0
T06,20068457,CH505,2006-12-05 00:01:00,Total,0
T06,20068458,AR03,2006-12-05 00:01:00,Total,0
T06,20068459,AR12,2006-12-05 00:01:00,Total,0
T06,20068460,CH464,2006-12-05 00:01:00,Total,0
T06,20068498,LW31,2006-12-18 00:01:00,Total,0
T06,20068499,LW28,2006-12-18 00:01:00,Total,0
T06,20068500,LW07,2006-12-18 00:01:00,Total,0
T06,20068501,LW09,2006-12-18 00:01:00,Total,0
T06,20068502,LW19,2006-12-18 00:01:00,Total,0
T06,20068503,LW79,2006-12-18 00:01:00,Total,0
T06,20068504,LW62,2006-12-18 00:01:00,Total,1
T06,20068505,LW29,2006-12-18 00:01:00,Total,0
T06,20068506,CH461,2006-12-18 00:01:00,Total,0
T06,20068507,LW18,2006-12-18 00:01:00,Total,0
T06,20068508,LW21,2006-12-18 00:01:00,Total,0
T06,20077001,AR22,2007-01-02 00:01:00,Total,0
T06,20077002,AR20,2007-01-02 00:01:00,Total,0
T06,20077003,AR19,2007-01-02 00:01:00,Total,0
T06,20077004,AR18,2007-01-02 00:01:00,Total,0
T06,20077005,AR03,2007-01-02 00:01:00,Total,0
T06,20077006,AR01,2007-01-02 00:01:00,Total,0
T06,20077007,AR10,2007-01-02 00:01:00,Total,0
T06,20077008,AR14,2007-01-02 00:01:00,Total,0
T06,20077009,AR12,2007-01-02 00:01:00,Total,0
T06,20077010,AR11,2007-01-02 00:01:00,Total,0
T06,20077011,AR27,2007-01-02 00:01:00,Total,1
T06,20077012,AR05,2007-01-02 00:01:00,Total,0
T06,20077013,CH30,2007-01-03 00:01:00,Total,0
T06,20077014,CH31,2007-01-03 00:01:00,Total,0
T06,20077016,CH72,2007-01-03 00:01:00,Total,0
T06,20077017,CH19,2007-01-03 00:01:00,Total,0
T06,20077018,CH18,2007-01-03 00:01:00,Total,0
T06,20077019,CH17,2007-01-03 00:01:00,Total,0
T06,20077020,CH120,2007-01-03 00:01:00,Total,0
T06,20077021,CH33,2007-01-03 00:01:00,Total,0
T06,20077022,CH02,2007-01-03 00:01:00,Total,0
T06,20077023,CH05,2007-01-03 00:01:00,Total,1
T06,20077024,CH11,2007-01-03 00:01:00,Total,0
T06,20077025,CH14,2007-01-03 00:01:00,Total,0
T06,20077095,LW30,2007-01-23 00:01:00,Total,0
T06,20077096,CH8,2007-01-23 00:01:00,Total,0
T06,20077097,LW10,2007-01-23 00:01:00,Total,0
T06,20077098,LW07,2007-01-23 00:01:00,Total,0
T06,20077099,LW17,2007-01-23 00:01:00,Total,0
T06,20077100,LW79,2007-01-23 00:01:00,Total,0
T06,20077101,LW28,2007-01-23 00:01:00,Total,0
T06,20077102,LW23,2007-01-23 00:01:00,Total,0
T06,20077103,LW25,2007-01-23 00:01:00,Total,0
T06,20077104,LW48,2007-01-23 00:01:00,Total,0
T06,20077105,LW21,2007-01-23 00:01:00,Total,0
T06,20077134,CH36,2007-02-01 00:01:00,Total,0
T06,20077135,CH35,2007-02-01 00:01:00,Total,0
T06,20077136,CH01,2007-02-01 00:01:00,Total,0
T06,20077137,CH03,2007-02-01 00:01:00,Total,0
T06,20077138,CH12,2007-02-01 00:01:00,Total,0
T06,20077139,CH14,2007-02-01 00:01:00,Total,0
T06,20077145,AR31,2007-02-02 00:01:00,Total,0
T06,20077146,AR05,2007-02-02 00:01:00,Total,0
T06,20077147,AR23,2007-02-02 00:01:00,Total,0
T06,20077148,AR28,2007-02-02 00:01:00,Total,0
T06,20077149,AR14,2007-02-02 00:01:00,Total,0
T06,20077151,AR29,2007-02-02 00:01:00,Total,0
T06,20077152,AR04,2007-02-02 00:01:00,Total,0
T06,20077153,AR03,2007-02-02 00:01:00,Total,0
T06,20077217,LW31,2007-02-22 00:01:00,Total,0
T06,20077218,LW28,2007-02-22 00:01:00,Total,0
T06,20077219,LW29,2007-02-22 00:01:00,Total,0
T06,20077220,LW16,2007-02-22 00:01:00,Total,0
T06,20077221,LW09,2007-02-22 00:01:00,Total,0
T06,20077222,LW21,2007-02-22 00:01:00,Total,0
T06,20077223,CH81,2007-02-22 00:01:00,Total,0
T06,20077224,LW62,2007-02-22 00:01:00,Total,0
T06,20077225,LW15,2007-02-22 00:01:00,Total,0
T06,20077226,LW48,2007-02-22 00:01:00,Total,0
T06,20077227,LW19,2007-02-22 00:01:00,Total,0
T06,20077228,CH8,2007-02-22 00:01:00,Total,0
T06,20077256,AR10,2007-03-05 00:01:00,Total,0
T06,20077257,AR20,2007-03-05 00:01:00,Total,0
T06,20077258,AR17,2007-03-05 00:01:00,Total,0
T06,20077259,AR29,2007-03-05 00:01:00,Total,0
T06,20077260,AR11,2007-03-05 00:01:00,Total,0
T06,20077261,CH505,2007-03-05 00:01:00,Total,0
T06,20077262,AR03,2007-03-05 00:01:00,Total,0
T06,20077263,AR01,2007-03-05 00:01:00,Total,0
T06,20077264,AR23,2007-03-05 00:01:00,Total,0
T06,20077265,AR28,2007-03-05 00:01:00,Total,0
T06,20077266,AR13,2007-03-05 00:01:00,Total,0
T06,20077267,AR32,2007-03-05 00:01:00,Total,0
T06,20077268,AR05,2007-03-05 00:01:00,Total,0
T06,20077316,LW28,2007-03-19 00:01:00,Total,0
T06,20077318,LW09,2007-03-19 00:01:00,Total,0
T06,20077319,LW07,2007-03-19 00:01:00,Total,0
T06,20077320,LW22,2007-03-19 00:01:00,Total,0
T06,20077321,LW79,2007-03-19 00:01:00,Total,0
T06,20077322,LW15,2007-03-19 00:01:00,Total,0
T06,20077323,LW25,2007-03-19 00:01:00,Total,0
T06,20077324,LW16,2007-03-19 00:01:00,Total,0
T06,20077325,LW47,2007-03-19 00:01:00,Total,0
T06,20077326,LW20,2007-03-19 00:01:00,Total,0
T06,20077350,CH31,2007-03-22 00:01:00,Total,0
T06,20077351,CH35,2007-03-22 00:01:00,Total,0
T06,20077352,CH33,2007-03-22 00:01:00,Total,0
T06,20077353,CH11,2007-03-22 00:01:00,Total,0
T06,20077354,CH18,2007-03-22 00:01:00,Total,0
T06,20077355,CH17,2007-03-22 00:01:00,Total,0
T06,20077356,CH37,2007-03-22 00:01:00,Total,0
T06,20077357,CH120,2007-03-22 00:01:00,Total,0
T06,20077358,CH01,2007-03-22 00:01:00,Total,0
T06,20077359,CH03,2007-03-22 00:01:00,Total,0
